,state,city,cityPopulation,populationBySex,medianAge,zipCodes,medianIncome,costOfLiving
,Connecticut,Wethersfield-Connecticut.html,"Population in 2010: 26,668. Population change since 2000: +1.5%","Males: 12,370  (46.4%)Females: 14,298  (53.6%)",Median resident age:44.7 yearsConnecticut median age:40.9 years,Zip codes: 06109.,"Estimated median household income in 2017: $82,026 (it was $53,289 in 2000)
Wethersfield:$82,026CT:$74,168
Estimated per capita income in 2017: $41,486 (it was $28,930 in 2000)
Wethersfield CDP income, earnings, and wages data
Estimated median house or condo value in 2017: $256,773 (it was $157,400 in 2000)
Wethersfield:$256,773CT:$273,100
Mean prices in 2017: all housing units: $273,192; detached houses: $276,935; townhouses or other attached units: $171,361; in 2-unit structures: $349,029; in 3-to-4-unit structures: $191,695; in 5-or-more-unit structures: $109,434","March 2019 cost of living index in Wethersfield: 105.3 (more than average, U.S. average is 100)"
,Connecticut,Torrington-Connecticut.html,"Population in 2017: 34,538 (89% urban, 11% rural). Population change since 2000: -1.9%
 

","Males: 17,493  (50.6%)Females: 17,045  (49.4%)",Median resident age:45.6 yearsConnecticut median age:40.9 years,Zip codes: 06790.,"Estimated median household income in 2017: $62,916 (it was $41,841 in 2000)
Torrington:$62,916CT:$74,168
Estimated per capita income in 2017: $32,035 (it was $21,406 in 2000)
Torrington city income, earnings, and wages data
Estimated median house or condo value in 2017: $166,990 (it was $112,100 in 2000)
Torrington:$166,990CT:$273,100
Mean prices in 2017: all housing units: $200,997; detached houses: $216,542; townhouses or other attached units: $162,081; in 2-unit structures: $107,801; in 3-to-4-unit structures: $44,191; in 5-or-more-unit structures: $137,986; mobile homes: $66,152","March 2019 cost of living index in Torrington: 126.2 (high, U.S. average is 100)"
,Connecticut,West-Haven-Connecticut.html,"Population in 2017: 54,843 (100% urban, 0% rural). Population change since 2000: +4.7%
 

","Males: 27,730  (50.6%)Females: 27,113  (49.4%)",Median resident age:35.1 yearsConnecticut median age:40.9 years,Zip codes: 06516.,"Estimated median household income in 2017: $56,996 (it was $42,393 in 2000)
West Haven:$56,996CT:$74,168
Estimated per capita income in 2017: $28,735 (it was $21,121 in 2000)
West Haven city income, earnings, and wages data
Estimated median house or condo value in 2017: $192,509 (it was $117,000 in 2000)
West Haven:$192,509CT:$273,100
Mean prices in 2017: all housing units: $196,616; detached houses: $202,351; townhouses or other attached units: $156,328; in 2-unit structures: $218,122; in 3-to-4-unit structures: $153,919; in 5-or-more-unit structures: $135,950; mobile homes: $108,135","March 2019 cost of living index in West Haven: 128.9 (high, U.S. average is 100)"
,Connecticut,Suffield-Connecticut.html,"Population in 2010: 15,735. Population change since 2000: +16.1%
 

","Males: 8,752  (55.6%)Females: 6,983  (44.4%)",Median resident age:41.8 yearsConnecticut median age:39.2 years,Zip codes: 06078.,"Estimated median household income in 2017: $92,550 (it was $66,698 in 2000)
Suffield:$92,550CT:$74,168
Estimated per capita income in 2017: $40,982 (it was $28,171 in 2000)
Suffield town income, earnings, and wages data
Estimated median house or condo value in 2017: $290,384 (it was $171,700 in 2000)
Suffield:$290,384CT:$273,100
Mean prices in 2017: all housing units: $279,250; detached houses: $292,118; townhouses or other attached units: $210,065; in 2-unit structures: $243,494; in 3-to-4-unit structures: $178,017; in 5-or-more-unit structures: $217,559; mobile homes: $174,567","March 2019 cost of living index in Suffield: 111.1 (more than average, U.S. average is 100)"
,Connecticut,West-Hartford-Connecticut.html,"Population in 2010: 63,268. Population change since 2000: -0.5%","Males: 30,017  (47.4%)Females: 33,251  (52.6%)",Median resident age:41.0 yearsConnecticut median age:40.9 years,"Zip codes: 06107, 06119.West Hartford Zip Code Map","Estimated median household income in 2017: $95,970 (it was $61,665 in 2000)
West Hartford:$95,970CT:$74,168
Estimated per capita income in 2017: $52,951 (it was $33,468 in 2000)
West Hartford CDP income, earnings, and wages data
Estimated median house or condo value in 2017: $333,897 (it was $172,300 in 2000)
West Hartford:$333,897CT:$273,100
Mean prices in 2017: all housing units: $408,642; detached houses: $411,800; townhouses or other attached units: $439,454; in 2-unit structures: $248,180; in 3-to-4-unit structures: $966,875; in 5-or-more-unit structures: $273,845; mobile homes: $541,878","March 2019 cost of living index in West Hartford: 106.5 (more than average, U.S. average is 100)"
,Connecticut,Avon-Connecticut.html,"Population in 2010: 18,098. Population change since 2000: +14.3%
 

","Males: 8,710  (48.1%)Females: 9,388  (51.9%)",Median resident age:44.9 yearsConnecticut median age:39.2 years,Zip codes: 06001.,"Estimated median household income in 2017: $126,180 (it was $90,934 in 2000)
Avon:$126,180CT:$74,168
Estimated per capita income in 2017: $75,220 (it was $51,706 in 2000)
Avon town income, earnings, and wages data
Estimated median house or condo value in 2017: $408,262 (it was $241,400 in 2000)
Avon:$408,262CT:$273,100
Mean prices in 2017: all housing units: $279,250; detached houses: $292,118; townhouses or other attached units: $210,065; in 2-unit structures: $243,494; in 3-to-4-unit structures: $178,017; in 5-or-more-unit structures: $217,559; mobile homes: $174,567","March 2019 cost of living index in Avon: 113.6 (more than average, U.S. average is 100)"
,Connecticut,Waterbury-Connecticut.html,"Population in 2017: 108,629 (100% urban, 0% rural). Population change since 2000: +1.3%
 

","Males: 50,882  (46.8%)Females: 57,747  (53.2%)",Median resident age:34.7 yearsConnecticut median age:40.9 years,"Zip codes: 06702, 06704, 06705, 06706, 06710, 06716.Waterbury Zip Code Map","Estimated median household income in 2017: $42,969 (it was $34,285 in 2000)
Waterbury:$42,969CT:$74,168
Estimated per capita income in 2017: $22,341 (it was $17,701 in 2000)
Waterbury city income, earnings, and wages data
Estimated median house or condo value in 2017: $134,000 (it was $97,800 in 2000)
Waterbury:$134,000CT:$273,100
Mean prices in 2017: all housing units: $139,120; detached houses: $140,706; townhouses or other attached units: $124,661; in 2-unit structures: $146,591; in 3-to-4-unit structures: $171,310; in 5-or-more-unit structures: $88,993","March 2019 cost of living index in Waterbury: 127.1 (high, U.S. average is 100)"
,Connecticut,Willimantic-Connecticut.html,"Population in 2010: 17,737. Population change since 2000: +12.1%","Males: 8,173  (46.1%)Females: 9,564  (53.9%)",Median resident age:26.7 yearsConnecticut median age:40.9 years,Zip codes: 06226.,"Estimated median household income in 2017: $34,111 (it was $30,155 in 2000)
Willimantic:$34,111CT:$74,168
Estimated per capita income in 2017: $16,607 (it was $15,727 in 2000)
Willimantic CDP income, earnings, and wages data
Estimated median house or condo value in 2017: $141,684 (it was $96,200 in 2000)
Willimantic:$141,684CT:$273,100
Mean prices in 2017: all housing units: $225,819; detached houses: $236,745; townhouses or other attached units: $195,403; in 2-unit structures: $131,541; in 3-to-4-unit structures: $139,647; in 5-or-more-unit structures: $91,894; mobile homes: $159,479","March 2019 cost of living index in Willimantic: 116.7 (more than average, U.S. average is 100)"
,Connecticut,Southwood-Acres-Connecticut.html,"Population in 2010: 7,657. Population change since 2000: -5.1%","Males: 3,765  (49.2%)Females: 3,892  (50.8%)",Median resident age:42.4 yearsConnecticut median age:40.9 years,Zip codes: 06082.,"Estimated median household income in 2017: $84,109 (it was $60,743 in 2000)
Southwood Acres:$84,109CT:$74,168
Estimated per capita income in 2017: $37,059 (it was $23,891 in 2000)
Southwood Acres CDP income, earnings, and wages data
Estimated median house or condo value in 2017: $189,482 (it was $122,600 in 2000)
Southwood Acres:$189,482CT:$273,100
Mean prices in 2017: all housing units: $282,094; detached houses: $286,746; townhouses or other attached units: $166,817; in 5-or-more-unit structures: $217,256","March 2019 cost of living index in Southwood Acres: 105.5 (more than average, U.S. average is 100)"
,Connecticut,Milford-Connecticut.html,"Population in 2017: 52,970 (100% urban, 0% rural). Population change since 2000: +4.7%
 

","Males: 25,904  (48.9%)Females: 27,066  (51.1%)",Median resident age:44.7 yearsConnecticut median age:40.9 years,"Zip codes: 06460, 06461.Milford Zip Code Map","Estimated median household income in 2017: $89,151 (it was $61,167 in 2000)
Milford:$89,151CT:$74,168
Estimated per capita income in 2017: $44,598 (it was $28,773 in 2000)
Milford city income, earnings, and wages data
Estimated median house or condo value in 2017: $300,964 (it was $165,800 in 2000)
Milford:$300,964CT:$273,100
Mean prices in 2017: all housing units: $333,062; detached houses: $353,609; townhouses or other attached units: $216,786; in 2-unit structures: $260,350; in 3-to-4-unit structures: $279,718; in 5-or-more-unit structures: $188,333; mobile homes: $98,329","March 2019 cost of living index in Milford: 131.5 (high, U.S. average is 100)"
,Connecticut,Thompson-Connecticut.html,"Population in 2010: 9,458. Population change since 2000: +6.5%
 

","Males: 4,728  (50.0%)Females: 4,730  (50.0%)",Median resident age:42.6 yearsConnecticut median age:39.2 years,Zip codes: 06255.,"Estimated median household income in 2017: $64,912 (it was $46,065 in 2000)
Thompson:$64,912CT:$74,168
Estimated per capita income in 2017: $31,256 (it was $21,003 in 2000)
Thompson town income, earnings, and wages data
Estimated median house or condo value in 2017: $204,516 (it was $121,000 in 2000)
Thompson:$204,516CT:$273,100
Mean prices in 2017: all housing units: $225,819; detached houses: $236,745; townhouses or other attached units: $195,403; in 2-unit structures: $131,541; in 3-to-4-unit structures: $139,647; in 5-or-more-unit structures: $91,894; mobile homes: $159,479","March 2019 cost of living index in Thompson: 116.8 (more than average, U.S. average is 100)"
,Connecticut,Weston-Connecticut.html,"Population in 2010: 10,179. Population change since 2000: +1.4%
 

","Males: 5,035  (49.5%)Females: 5,144  (50.5%)",Median resident age:43.4 yearsConnecticut median age:39.2 years,Zip codes: 06883.,"Estimated median household income in 2017: over $200,000 (it was $146,697 in 2000)
Weston:over $200,000CT:$74,168
Estimated per capita income in 2017: $105,856 (it was $74,817 in 2000)
Weston town income, earnings, and wages data
Estimated median house or condo value in 2017: over $1,000,000 (it was $633,100 in 2000)
Weston:over $1,000,000CT:$273,100
Mean prices in 2017: all housing units: $663,130; detached houses: $742,507; townhouses or other attached units: $374,304; in 2-unit structures: $355,228; in 3-to-4-unit structures: $309,415; in 5-or-more-unit structures: $302,805; mobile homes: $341,354; occupied boats, rvs, vans, etc.: $612,223","March 2019 cost of living index in Weston: 156.0 (very high, U.S. average is 100)"
,Connecticut,Willington-Connecticut.html,"Population in 2010: 6,041. Population change since 2000: +1.4%
 

","Males: 3,084  (51.1%)Females: 2,957  (48.9%)",Median resident age:38.3 yearsConnecticut median age:39.2 years,Zip codes: 06279.,"Estimated median household income in 2017: $63,135 (it was $51,690 in 2000)
Willington:$63,135CT:$74,168
Estimated per capita income in 2017: $40,560 (it was $27,062 in 2000)
Willington town income, earnings, and wages data
Estimated median house or condo value in 2017: $233,079 (it was $144,000 in 2000)
Willington:$233,079CT:$273,100
Mean prices in 2017: all housing units: $278,153; detached houses: $292,345; townhouses or other attached units: $184,686; in 2-unit structures: $158,035; in 3-to-4-unit structures: $182,725; in 5-or-more-unit structures: $103,701; mobile homes: $55,913","March 2019 cost of living index in Willington: 104.8 (near average, U.S. average is 100)"
,Connecticut,Plainville-Connecticut.html,"Population in 2010: 17,716. Population change since 2000: +2.2%
 

","Males: 8,577  (48.4%)Females: 9,139  (51.6%)",Median resident age:42.0 yearsConnecticut median age:39.2 years,Zip codes: 06062.,"Estimated median household income in 2017: $66,793 (it was $48,136 in 2000)
Plainville:$66,793CT:$74,168
Estimated per capita income in 2017: $33,833 (it was $23,257 in 2000)
Plainville town income, earnings, and wages data
Estimated median house or condo value in 2017: $208,867 (it was $123,500 in 2000)
Plainville:$208,867CT:$273,100
Mean prices in 2017: all housing units: $279,250; detached houses: $292,118; townhouses or other attached units: $210,065; in 2-unit structures: $243,494; in 3-to-4-unit structures: $178,017; in 5-or-more-unit structures: $217,559; mobile homes: $174,567","March 2019 cost of living index in Plainville: 109.9 (more than average, U.S. average is 100)"
,Connecticut,Groton-Connecticut.html,"Population in 2017: 9,092 (100% urban, 0% rural). Population change since 2000: -9.2%
 

","Males: 4,581  (50.4%)Females: 4,511  (49.6%)",Median resident age:32.8 yearsConnecticut median age:40.9 years,Zip codes: 06340.,"Estimated median household income in 2017: $57,629 (it was $40,515 in 2000)
Groton:$57,629CT:$74,168
Estimated per capita income in 2017: $33,856 (it was $22,239 in 2000)
Groton city income, earnings, and wages data
Estimated median house or condo value in 2017: $198,014 (it was $123,500 in 2000)
Groton:$198,014CT:$273,100
Mean prices in 2017: all housing units: $251,161; detached houses: $272,803; townhouses or other attached units: $159,145; in 2-unit structures: $102,380; in 5-or-more-unit structures: $350,592","March 2019 cost of living index in Groton: 106.9 (more than average, U.S. average is 100)"
,Connecticut,Wilton-Connecticut.html,"Population in 2010: 18,062. Population change since 2000: +2.4%
 

","Males: 8,793  (48.7%)Females: 9,269  (51.3%)",Median resident age:42.9 yearsConnecticut median age:39.2 years,Zip codes: 06897.,"Estimated median household income in 2017: $197,673 (it was $141,428 in 2000)
Wilton:$197,673CT:$74,168
Estimated per capita income in 2017: $93,106 (it was $65,806 in 2000)
Wilton town income, earnings, and wages data
Estimated median house or condo value in 2017: $886,180 (it was $551,600 in 2000)
Wilton:$886,180CT:$273,100
Mean prices in 2017: all housing units: $663,130; detached houses: $742,507; townhouses or other attached units: $374,304; in 2-unit structures: $355,228; in 3-to-4-unit structures: $309,415; in 5-or-more-unit structures: $302,805; mobile homes: $341,354; occupied boats, rvs, vans, etc.: $612,223","March 2019 cost of living index in Wilton: 153.6 (very high, U.S. average is 100)"
